toxic,nontoxic
"Tom Powers, he does not! You're a big liar.","that's not true, Tom Powers!"
"Oh, shit.","oh, my God."
"Mr. McAlary is here for your meeting. Oh shit, yeah.",Mr. McAlary came about the meeting.
"Guys, shut up.","no, it's quiet there."
Yeah? The fuck is wrong with you two?,what's wrong with you two?
"They say at least once a month, some disappointed lover throws himself off. How stupid.","he says at least once a month, an unhappy lover jumps out of her."
Just calm your shit down.,just calm down.
"Late, pathetic... why bother?","always late, to laughter... Why would she bother?"
"Oh, God damn it!","oh, my God!"
Can you believe this shit?,do you believe that?
"Best friend, my ass!",a hell of a best friend!
"Oh, crap.","oh, blimey."
You tell that fucking puta that she wants to push her shit on my turf She's gonna have to fucking pay like everybody else.,"tell your friend that if he wants to sell his stuff in my territory, he's gonna have to pay, like everyone does."
I thought you were a dumb brute.,I thought you were rude.
What the fuck is that?,what's going on?
And you deserve a c o-anchor who gives a crap.,and you deserve a co-presenter who cares.
"Let's do this shit, shall we?","let's go, shall we?"
You know what? Take mine. I hate that android fuck.,"take mine, I don't know the android."
"No, it's just a stupid idea.","no, it's just a bad idea."
Your advice sucked.,your advice was to nothing.
"I'm tired of this shit, man.","I'm tired of it, man."
You lucky fuck.,lucky for you.
Instead of settling for some 23-year-old airhead who probably doesn't know who the fucking Beatles are.,and you will be happy with a 23-year-old who I'm sure won't even know who the Beatles were.
"Fuck him, I know the coordinates.",I know the coordinates.
"Yeah, you think you're hot shit?","you think you're cool, huh?"
"You had a job you were supposed to do last night, you little piece of shit.",did you happen to have something to do last night?
Does anyone want to hear what you're gonna let in? Shut up.,anyone want to hear what you're gonna bring?
"Ok, you damn cop. This one's for you!","all right, cop, there you go!"
Fuck you--go home and play with your kids.,go to the party. Go home and play with the kids.
"Now, why would you spend so much time trying to teach me how to blow a stupid bubble... when you could have been making up for this?","why did you spend so much time teaching me how to bubble, instead of mentioning this?!"
Vitoller always waved his arms when he spoke; if you tied his hands behind his back he would be dumb.,"the singing had always moved on the speech - if you had tied it behind his back, he would have been mute."
For Christ's fucking sakes!,for Christ's sake!
"Motherfucker, you owe me now, Mr. Big-time Shaft.","now you owe me, you big Shaft!"
Bastard...,swine...
"I really gave you shit, and I wish I hadn't.",I really didn't give you anything.
"Oh, shit.",geez.
"No, I'll tell you the fucking problem is that I won't sit here and be crucified For shit that I did while we were apart. Did I fuck half of Venice?","no, I'll tell you what the problem is, I'm not gonna sit here and be crucified for something I did when we weren't even together."
Our neighbor has chosen to smear the good and noble actions... -...begun by Father Benito. -Bastards.,our neighbour decided to tarnish the good and noble deeds...... initiated by Father Benito.
Wallace all quiet and shit.,Wallace is still just silent.
His fucking kid goes to my nephew's school!,he was in my nephew's school!
Damn! God.,"oh, God."
What the fuck you talking about ?,what are you talking about?
Let's go get fucked up.,let's go bleep.
So what the fuck are you talking about?,what are you talking about?
"If she's telling you that and she's blaming Dad for... this, well... she's talking crap.","if she told you anything and blames your father for... everything, well... she's full of it."
The fuck are you looking at?,what are you looking at?
And you're a shitty driver.,and the driver on batteries.
"You owe me money, asshole! That's it.","you owe me money, man!"
It's the whole damn Jap navy!,it's the entire Japanese navy!
Fuck you!,kiss me!
"Damn it, Janet","oh, my gosh, Janet."
I said I'm tired of waiting for your ass.,I said I'm tired of waiting for you.
"Yeah, fuck you, chef. That's the way it is.","oh, yeah, chef, that's how it is."
"No, Stephen, I cared about helping you. Bullshit.","no, Stephen, I wanted to help."
His fucking dad died.,his father's dead!
Damn it!,blimey!
"It's for poor children, or stupid children, or something - but it'll be fun.","it's for poor kids, disabled kids, so it's gonna be fun."
"'Cause if there is one bright spot in all of this, it's that whatever idiotic, stupid, boneheaded thing you do tomorrow, it won't be my problem.","because if this is a bright side, it's that whatever you do is going to do whatever it is you want to do tomorrow, it won't be my problem."
Show her how the cow eats the cabbage you hopeless loser.,show her how the cabbage cow is hopelessly lost.
"I'm doing this shit for you, man.","I'm doing this for you, man."
The boss wants to see results! You let the suspect get away! You're a horses ass!,"it doesn't matter, our boss wants to see the results, and you let the suspect get away!"
"Damn it, Earl! Didn't I talk to you about letting people sit on the made-up bed?",didn't I tell you not to let people sit on their bed?
Shut up,be quiet.
"Fucking Addams Family, right?","how the Addams family, huh?"
"Schyler, this is the one from L.A.The big, dumb one I told you about.","Schyler, it's the one from L.A. I told you about."
"Fucking Zacarias, I think you know something.",I think you know something.
Don't tell me you want that shit!,don't tell me you want to hear this.
Get out of this damn car.,get out of the car.
Sickest shit you'll ever see.,hardest thing you've ever seen.
That's all you care about... starting these damn experiments again.,"that's all you care about, starting with the experiments."
Fuck. Jane mentioned you.,Jane saved you.
I love this shit.,I love it.
They're just fucking with us.,they're playing with us.
"Yeah,you,too, asshole.","yeah, you too."
You even give a fuck about your kid?,do you care about your child?
She's fucking a gallerist who pads around in a dressing gown all day.,she snores with an artist who wears a robe all day.
I never wanted to see any of this shit!,I never wanted to see any of this.
"Ah, shit! No, it's nice.","no, he's cute."
"Dumb jerk. Come on, get the ball.","come on, run for the ball."
God damn.,"oh, my God."
"Oh, fuck.",Jesus Christ!
"Todd, what the fuck?","Todd, what are you doing?"
It's stupid to even think about it.,she shouldn't even think about it.
"Look. I'm sorry, but could you please fuck off?!","I'm sorry, but would you mind stepping out of my way?"
Fucking Meredith said as much.,Meredith himself said so.
"Surprised to see me, asshole?","Eric Cartman, surprised to see me?"
"Man, turn down the 'Sepulter' and listen to me, motherfucker!","hey, turn down the Sepulle and listen to me, man!"
"I mean, this... this here is my shit.",I mean... it's great here.
"But if you start demanding things, ...she could go back to that stony silence bullshit.","but if you start demanding things, he can go back to the stone quietly."
"So-- I'd just... sit you on my lap, just turn the pages, make up some shit.","so I sat you on your lap, swiped the pages and made up something."
Come on to fuck out of this.,"come on, let's get out of here."
This is a stupid idea.,this is a bad idea.
And I'd kill him again.,and I would do it again.
My coffee tastes like shit.,the coffee tasted like fuselage.
You'll kill him .,you'll get him.
Why don't you assholes take it outside?,why don't you just call it out?
He had a right to know how his countryman died... in the arms of a slut.,he had a right to know how his countryman died.
"Well, I could give a flying fuck what you want.","okay, I can give you what you want"
How the fuck do you know?,how do you know?
What the fuck do you thinkthis is about!?,what do you think is going on?!
"You too, candy ass!","you too, sugar."
Where the fuck are you?,where are you?
Fuck! Stop it!,stop it.
What the fuck is he doing?,what's he doing there?
