toxic,nontoxic
"Taylor, did you break this son-of-a-bitch?","Taylor, did you liquidate the thing?"
"Fuck! ""It was a day my friend would never forget"".",it was a day my friend will never forget.
"You knowwhat this shit is, yeah?","you know what that is, don't you?"
Why don't you let him make his own decisions? Shoot him!,why don't you let him decide for himself?
"Shelby, do not do this, no. you are pathetic.","Shelby, please don't do this."
Why the fuck are you here?,what are you doing here then?
I don't need this shit.,I really don't need this.
Give me this shit.,give it to me.
"If that's your idea of an apology, you seriously... Shut up!","if this is your idea of an apology, really..."
"I'm having my tea break, so say what you mean or fuck off.","I've got a break for tea, so tell me what's going on or out."
Look what the fuck you made me do!,you have to understand what you made me do!
I know who the fuck that is.,I know who he is.
Bullshit. You didn't watch Dawson's Creek.,you didn't look at Dawson's world.
You and Marie are a couple of sluts.,you and Marie are really nice.
"Her name is Um, idiot!",his name's Emm!
Do you think you would have done better if you'd been up there? Shit.,"do you think if you were on top, would you do it better?"
"No, no, no. Bitch.","no, no, no."
There's no time! Bullshit!,there's no time!
What the fuck are you doing?,what are you doing?
This shit's my new best friend.,this is my new best friend.
Fuck you a couple times?,she drove you around a couple of times?
"Get his ass, Cole.","get him, Cole!"
"I told you, the movie then turned and closed the door of shit.","I was already saying, I was rolling around, and all of a sudden, the door slammed shut."
"Don't be late, you piece of shit!",we're not going to be late.
"Why the fuck do you know so much, Teddy?","how do you know so much, Teddy?"
"Well, if they want an election, let 'em have it. Fuck 'em.","if they want an election, let them be on their own."
"Look at your sorry ass, barely able to make minimum wage.",you can barely make a minimum wage.
They just say that shit to themselves.,everyone is just saying it to themselves.
I can do whatever I want with my own damn daughter!,I can do what I want with my own daughter.
"Doing that shit with him, huh?","you did it with him, right?"
"Damn you, how do you know my name?",how do you know my name?
"You've turned into a real corporate asshole, you know that, Dan?","you've become a real estate agent, Dan, you know that?"
"Lady, my ass!","lady, my number!"
"Health insurance, my ass.",health insurance?
"Damn, Irv!","oh wow, Irv!"
This world would probably fall apart if it wasn't for farmers like us that take time to grow this shit.,this world seems to fall apart when farmers can't grow my grass.
"This is Breaking News from CNN. Or fox or whatever, fuck you.",these are extraordinary reports of CNN or Fox or elsewhere.
I wouldn't. This is stupid.,I wouldn't do that.
Let's get some beers and barbecue and be stupid.,"""let's have some beers and grill something."""
"Tusk is a client, doesn't mean I know everything... Bullshit.",Tusk is my client. That doesn't mean I know everything.
"Shag who the fuck you want to shag, but don't fuck up your whole family... and her family back home.","you know what you want, but you don't destroy an entire family, including her family."
I'm going with you. Fuck!,"I'm coming with you, Emile!"
What the fuck is he doing here?,what's he doing here?
That's that shit.,that's it.
"I mean, this,.. this here is my shit.",I mean... it's great here.
Son of a bitch! I don't believe it.,"God, I can't believe it!"
"Now, you know I never get involved in your love life. - Bullshit.",you know I've never meddled with your love life.
How do you know this shit?,how do you know all this?
This year! Shit.,this year!
Gourmet cooking. Shit!,gourmet kitchen.
"This was stupid, and I really shouldn't have called.",I really shouldn't have called you.
At least he has the young and stupid excuse.,he has at least a youthful and blunt apology.
Idiot. - How was I to know he was the bank manager?,how did I know he was the bank manager?
Do you know who owns this fucking place?,do you even know who owns this place?
"I told him to wait here for me to call, but my moron son never does what he's told!","I told him to wait here for me, but my son never listens!"
Tell Uncle Stupid that we're in.,tell Uncle Deep we're inside.
"My mom always said that they made a mistake down at the IVF clinic, but, shit.","my mom always told me they made a mistake at the clinic, but this."
"Shit, shit. 'You contacted Emergency Alert.",you made contact with an emergency alarm.
"I bet I got it from my father, the bastard.",that's what I'm after my dad.
"Fuck the LAPD, man. What's up with Pasadena, Pomona, Santa Ana and all that?","what happened to Pasadena, Pomona, Santa Ana and everything?"
You have a stupid rule about everything.,you have bad rules about everything.
How many times did you tell me what scum they are?,how many times have you told me what it is like?
"Smoked the last two back in Salt Lake, - Damn,","sorry, I've already smoked the last one in Salt Lake."
I don't believe that shit!,I don't believe it!
So stupid. '..that what happened 'was the result of violence amongst fans.',"so terrible. "".. so far, it's impossible to say if it was caused by violence among the fans."""
"""Rubbish!""","""oh, no!"""
What a stupid idea.,what a bad idea.
"When it comes to emotions, even great heroes can be idiots.","when it comes to feelings, big heroes are big."
Why don't you just fuck off?,why don't you just go?
"Even for you, that is just unbelievably shit.","even for you, this is too much."
"Fuck no, you ain't.",you're not.
Maybe you should start working on your damn book.,you might want to start working on your book.
"What the shit, Archer?!","what are you doing, Archer?"
You stay there ... Shut up!,you stay there...
There's no team deployed right now. Fuck.,there's no team at the moment.
"Bullshit, I called your office.",I called your office.
Go! Fuck!,come on!
"Oh, fuck! Ricky!","dude, Ricky!"
Fuck you. - What about his stuff?,what about his stuff?
"Damn, Mother. You see any phone book?","hey, caregiver, have you seen the phone book?"
I am your fucking partner.,I'm your partner.
"The idiot, Max. He never should have sold it to you guys.",you shouldn't have sold it at all. We're friends.
"No, you idiot. The patient had low opening pressure on his LP.",patient had low opening pressure on the LP.
"You know, a good cop will never let you know that he knows you're full of shit.",a good cop doesn't know if he knows you're afraid of him.
"Yes, my little slut.","of course, that's my little girl."
"Fucking Roman's up there, man.",Roman is upstairs.
"Hey, just do what the fuck I tell you, Haggard.","just do what I told you, Haggarde."
Please back the fuck off.,please pull back.
You didn't take that shit.,you didn't take it.
I don't wear this shit.,I just don't wear it.
Wall Street sucks!,Wall Street!
Let's find out if your wee boyfriend gives a shit about you.,let's see if you care about your pet.
Fuck! Not again.,not again.
"What shit are you talking, Graham?","what are you talking about, Graham?"
I cannot believe this shit!,I don't believe it!
"Sir, Private Brown, sir! Bullshit.","Sir, Private Brown, sir!"
"Sweetheart, my ass!","oh, my dear."
"The fuck, Jack?","hey, Jack?"
I gottalisten to people because of your shit?,I have to listen to people for you?
We'll support his stupid bowling alley and move on.,we'll support the bowling alley.
"Suck it, Gilgamesh!","you got it, Gilgamesh!"
"Yeah, that's enough of your bullshit, sir.","yeah, that's enough, sir."
So fuck them. Maybe it'll be a big hit.,it might be a big deal.
"I'm never wrong about this shit, Cook.","I'm never wrong about this, Cook."
"Dude, you're a Hollywood Agent-- a wanker in a suit.","dude, you're a Hollywood agent."
You sign your fucking nameto a piece of paper!,just a signature piece of paper!
Fuck you. I gave you a reason to live and you were more than happy to help.,I gave you a reason to live and you were happy to help.
That's a damn picture there.,we have a great picture here.
Someone ought to write that bitch.,someone should write the poem.
"Hey, Tracy, how are the twins? Fuck you, Norm.","hey, Tracy, what do the twins do?"
I heard what's been happening in that stupid little Mormon town of yours.,I heard what's going on in that town of yours.
You got your shit set?,you got everything fixed?
Where'd you hear that shit?,where'd you hear that?
"Theresa, cancel the damn cable.","Theresa, get the cable."
"Oh, shit, no tengo green card.",he didn't get the green card.
"Fuck. Look at this, Trent.","look at that, Trent."
That's their fucking job.,that's their job!
